DOY,hour,QmMed,QvMed,QbMed,AHFMed,QmMean,QvMean,QbMean,AHFMean
336,0,2.904,0.188,39.251,42.344,2.409,0.156,32.561,35.126
336,1,2.904,0.15,31.401,34.456,2.409,0.125,26.049,28.583
336,2,2.904,0.15,31.401,34.456,2.409,0.125,26.049,28.583
336,3,2.904,0.113,23.551,26.568,2.409,0.093,19.536,22.039
336,4,2.904,0.113,23.551,26.568,2.409,0.093,19.536,22.039
336,5,2.904,0.15,31.401,34.456,2.409,0.125,26.049,28.583
336,6,4.841,0.225,47.102,52.168,4.016,0.187,39.073,43.275
336,7,6.777,0.3,62.802,69.88,5.622,0.249,52.097,57.968
336,8,6.777,0.376,78.503,85.655,5.622,0.312,65.122,71.055
336,9,6.777,0.451,94.203,101.431,5.622,0.374,78.146,84.142
336,10,6.777,0.488,102.054,109.319,5.622,0.405,84.658,90.685
336,11,6.777,0.526,109.904,117.207,5.622,0.436,91.17,97.228
336,12,6.777,0.563,117.754,125.095,5.622,0.467,97.682,103.772
336,13,6.777,0.601,125.605,132.983,5.622,0.498,104.195,110.315
336,14,6.777,0.601,125.605,132.983,5.622,0.498,104.195,110.315
336,15,6.777,0.601,125.605,132.983,5.622,0.498,104.195,110.315
336,16,6.777,0.601,125.605,132.983,5.622,0.498,104.195,110.315
336,17,6.777,0.601,125.605,132.983,5.622,0.498,104.195,110.315
336,18,6.777,0.526,109.904,117.207,5.622,0.436,91.17,97.228
336,19,6.777,0.488,102.054,109.319,5.622,0.405,84.658,90.685
336,20,6.777,0.413,86.353,93.543,5.622,0.343,71.634,77.598
336,21,6.777,0.338,70.653,77.768,5.622,0.28,58.609,64.512
336,22,4.841,0.263,54.952,60.056,4.016,0.218,45.585,49.819
336,23,2.904,0.188,39.251,42.344,2.409,0.156,32.561,35.126
337,0,2.904,0.188,39.251,42.344,2.409,0.156,32.561,35.126
337,1,2.904,0.15,31.401,34.456,2.409,0.125,26.049,28.583
337,2,2.904,0.15,31.401,34.456,2.409,0.125,26.049,28.583
337,3,2.904,0.113,23.551,26.568,2.409,0.093,19.536,22.039
337,4,2.904,0.113,23.551,26.568,2.409,0.093,19.536,22.039
337,5,2.904,0.15,31.401,34.456,2.409,0.125,26.049,28.583
337,6,4.841,0.225,47.102,52.168,4.016,0.187,39.073,43.275
337,7,6.777,0.3,62.802,69.88,5.622,0.249,52.097,57.968
337,8,6.777,0.376,78.503,85.655,5.622,0.312,65.122,71.055
337,9,6.777,0.451,94.203,101.431,5.622,0.374,78.146,84.142
337,10,6.777,0.488,102.054,109.319,5.622,0.405,84.658,90.685
337,11,6.777,0.526,109.904,117.207,5.622,0.436,91.17,97.228
337,12,6.777,0.563,117.754,125.095,5.622,0.467,97.682,103.772
337,13,6.777,0.601,125.605,132.983,5.622,0.498,104.195,110.315
337,14,6.777,0.601,125.605,132.983,5.622,0.498,104.195,110.315
337,15,6.777,0.601,125.605,132.983,5.622,0.498,104.195,110.315
337,16,6.777,0.601,125.605,132.983,5.622,0.498,104.195,110.315
337,17,6.777,0.601,125.605,132.983,5.622,0.498,104.195,110.315
337,18,6.777,0.526,109.904,117.207,5.622,0.436,91.17,97.228
337,19,6.777,0.488,102.054,109.319,5.622,0.405,84.658,90.685
337,20,6.777,0.413,86.353,93.543,5.622,0.343,71.634,77.598
337,21,6.777,0.338,70.653,77.768,5.622,0.28,58.609,64.512
337,22,4.841,0.263,54.952,60.056,4.016,0.218,45.585,49.819
337,23,2.904,0.188,39.251,42.344,2.409,0.156,32.561,35.126
338,0,2.904,0.094,39.251,42.25,2.409,0.078,32.561,35.048
338,1,2.904,0.047,31.401,34.353,2.409,0.039,26.049,28.497
338,2,2.904,0.047,31.401,34.353,2.409,0.039,26.049,28.497
338,3,2.904,0.094,23.551,26.549,2.409,0.078,19.536,22.024
338,4,2.904,0.235,23.551,26.69,2.409,0.195,19.536,22.141
338,5,2.904,0.376,31.401,34.681,2.409,0.312,26.049,28.77
338,6,4.841,0.469,47.102,52.412,4.016,0.389,39.073,43.478
338,7,6.777,0.61,62.802,70.19,5.622,0.506,52.097,58.225
338,8,6.777,0.798,78.503,86.078,5.622,0.662,65.122,71.405
338,9,6.777,0.704,94.203,101.685,5.622,0.584,78.146,84.352
338,10,6.777,0.657,102.054,109.488,5.622,0.545,84.658,90.825
338,11,6.777,0.61,109.904,117.291,5.622,0.506,91.17,97.298
338,12,6.777,0.563,117.754,125.095,5.622,0.467,97.682,103.772
338,13,6.777,0.516,125.605,132.898,5.622,0.428,104.195,110.245
338,14,6.777,0.563,125.605,132.945,5.622,0.467,104.195,110.284
338,15,6.777,0.61,125.605,132.992,5.622,0.506,104.195,110.323
338,16,6.777,0.657,125.605,133.039,5.622,0.545,104.195,110.362
338,17,6.777,0.751,125.605,133.133,5.622,0.623,104.195,110.439
338,18,6.777,0.845,109.904,117.526,5.622,0.701,91.17,97.493
338,19,6.777,0.751,102.054,109.582,5.622,0.623,84.658,90.903
338,20,6.777,0.563,86.353,93.694,5.622,0.467,71.634,77.723
338,21,6.777,0.329,70.653,77.758,5.622,0.273,58.609,64.504
338,22,4.841,0.235,54.952,60.027,4.016,0.195,45.585,49.795
338,23,2.904,0.141,39.251,42.297,2.409,0.117,32.561,35.087
339,0,2.904,0.094,39.251,42.25,2.409,0.078,32.561,35.048
339,1,2.904,0.047,31.401,34.353,2.409,0.039,26.049,28.497
339,2,2.904,0.047,31.401,34.353,2.409,0.039,26.049,28.497
339,3,2.904,0.094,23.551,26.549,2.409,0.078,19.536,22.024
339,4,2.904,0.235,23.551,26.69,2.409,0.195,19.536,22.141
339,5,2.904,0.376,31.401,34.681,2.409,0.312,26.049,28.77
339,6,4.841,0.469,47.102,52.412,4.016,0.389,39.073,43.478
339,7,6.777,0.61,62.802,70.19,5.622,0.506,52.097,58.225
339,8,6.777,0.798,78.503,86.078,5.622,0.662,65.122,71.405
339,9,6.777,0.704,94.203,101.685,5.622,0.584,78.146,84.352
339,10,6.777,0.657,102.054,109.488,5.622,0.545,84.658,90.825
339,11,6.777,0.61,109.904,117.291,5.622,0.506,91.17,97.298
339,12,6.777,0.563,117.754,125.095,5.622,0.467,97.682,103.772
339,13,6.777,0.516,125.605,132.898,5.622,0.428,104.195,110.245
339,14,6.777,0.563,125.605,132.945,5.622,0.467,104.195,110.284
339,15,6.777,0.61,125.605,132.992,5.622,0.506,104.195,110.323
339,16,6.777,0.657,125.605,133.039,5.622,0.545,104.195,110.362
339,17,6.777,0.751,125.605,133.133,5.622,0.623,104.195,110.439
339,18,6.777,0.845,109.904,117.526,5.622,0.701,91.17,97.493
339,19,6.777,0.751,102.054,109.582,5.622,0.623,84.658,90.903
339,20,6.777,0.563,86.353,93.694,5.622,0.467,71.634,77.723
339,21,6.777,0.329,70.653,77.758,5.622,0.273,58.609,64.504
339,22,4.841,0.235,54.952,60.027,4.016,0.195,45.585,49.795
339,23,2.904,0.141,39.251,42.297,2.409,0.117,32.561,35.087
340,0,2.904,0.094,39.251,42.25,2.409,0.078,32.561,35.048
340,1,2.904,0.047,31.401,34.353,2.409,0.039,26.049,28.497
340,2,2.904,0.047,31.401,34.353,2.409,0.039,26.049,28.497
340,3,2.904,0.094,23.551,26.549,2.409,0.078,19.536,22.024
340,4,2.904,0.235,23.551,26.69,2.409,0.195,19.536,22.141
340,5,2.904,0.376,31.401,34.681,2.409,0.312,26.049,28.77
340,6,4.841,0.469,47.102,52.412,4.016,0.389,39.073,43.478
340,7,6.777,0.61,62.802,70.19,5.622,0.506,52.097,58.225
340,8,6.777,0.798,78.503,86.078,5.622,0.662,65.122,71.405
340,9,6.777,0.704,94.203,101.685,5.622,0.584,78.146,84.352
340,10,6.777,0.657,102.054,109.488,5.622,0.545,84.658,90.825
340,11,6.777,0.61,109.904,117.291,5.622,0.506,91.17,97.298
340,12,6.777,0.563,117.754,125.095,5.622,0.467,97.682,103.772
340,13,6.777,0.516,125.605,132.898,5.622,0.428,104.195,110.245
340,14,6.777,0.563,125.605,132.945,5.622,0.467,104.195,110.284
340,15,6.777,0.61,125.605,132.992,5.622,0.506,104.195,110.323
340,16,6.777,0.657,125.605,133.039,5.622,0.545,104.195,110.362
340,17,6.777,0.751,125.605,133.133,5.622,0.623,104.195,110.439
340,18,6.777,0.845,109.904,117.526,5.622,0.701,91.17,97.493
340,19,6.777,0.751,102.054,109.582,5.622,0.623,84.658,90.903
340,20,6.777,0.563,86.353,93.694,5.622,0.467,71.634,77.723
340,21,6.777,0.329,70.653,77.758,5.622,0.273,58.609,64.504
340,22,4.841,0.235,54.952,60.027,4.016,0.195,45.585,49.795
340,23,2.904,0.141,39.251,42.297,2.409,0.117,32.561,35.087
341,0,2.904,0.094,39.251,42.25,2.409,0.078,32.561,35.048
341,1,2.904,0.047,31.401,34.353,2.409,0.039,26.049,28.497
341,2,2.904,0.047,31.401,34.353,2.409,0.039,26.049,28.497
341,3,2.904,0.094,23.551,26.549,2.409,0.078,19.536,22.024
341,4,2.904,0.235,23.551,26.69,2.409,0.195,19.536,22.141
341,5,2.904,0.376,31.401,34.681,2.409,0.312,26.049,28.77
341,6,4.841,0.469,47.102,52.412,4.016,0.389,39.073,43.478
341,7,6.777,0.61,62.802,70.19,5.622,0.506,52.097,58.225
341,8,6.777,0.798,78.503,86.078,5.622,0.662,65.122,71.405
341,9,6.777,0.704,94.203,101.685,5.622,0.584,78.146,84.352
341,10,6.777,0.657,102.054,109.488,5.622,0.545,84.658,90.825
341,11,6.777,0.61,109.904,117.291,5.622,0.506,91.17,97.298
341,12,6.777,0.563,117.754,125.095,5.622,0.467,97.682,103.772
341,13,6.777,0.516,125.605,132.898,5.622,0.428,104.195,110.245
341,14,6.777,0.563,125.605,132.945,5.622,0.467,104.195,110.284
341,15,6.777,0.61,125.605,132.992,5.622,0.506,104.195,110.323
341,16,6.777,0.657,125.605,133.039,5.622,0.545,104.195,110.362
341,17,6.777,0.751,125.605,133.133,5.622,0.623,104.195,110.439
341,18,6.777,0.845,109.904,117.526,5.622,0.701,91.17,97.493
341,19,6.777,0.751,102.054,109.582,5.622,0.623,84.658,90.903
341,20,6.777,0.563,86.353,93.694,5.622,0.467,71.634,77.723
341,21,6.777,0.329,70.653,77.758,5.622,0.273,58.609,64.504
341,22,4.841,0.235,54.952,60.027,4.016,0.195,45.585,49.795
341,23,2.904,0.141,39.251,42.297,2.409,0.117,32.561,35.087
342,0,2.904,0.094,39.251,42.25,2.409,0.078,32.561,35.048
342,1,2.904,0.047,31.401,34.353,2.409,0.039,26.049,28.497
342,2,2.904,0.047,31.401,34.353,2.409,0.039,26.049,28.497
342,3,2.904,0.094,23.551,26.549,2.409,0.078,19.536,22.024
342,4,2.904,0.235,23.551,26.69,2.409,0.195,19.536,22.141
342,5,2.904,0.376,31.401,34.681,2.409,0.312,26.049,28.77
342,6,4.841,0.469,47.102,52.412,4.016,0.389,39.073,43.478
342,7,6.777,0.61,62.802,70.19,5.622,0.506,52.097,58.225
342,8,6.777,0.798,78.503,86.078,5.622,0.662,65.122,71.405
342,9,6.777,0.704,94.203,101.685,5.622,0.584,78.146,84.352
342,10,6.777,0.657,102.054,109.488,5.622,0.545,84.658,90.825
342,11,6.777,0.61,109.904,117.291,5.622,0.506,91.17,97.298
342,12,6.777,0.563,117.754,125.095,5.622,0.467,97.682,103.772
342,13,6.777,0.516,125.605,132.898,5.622,0.428,104.195,110.245
342,14,6.777,0.563,125.605,132.945,5.622,0.467,104.195,110.284
342,15,6.777,0.61,125.605,132.992,5.622,0.506,104.195,110.323
342,16,6.777,0.657,125.605,133.039,5.622,0.545,104.195,110.362
342,17,6.777,0.751,125.605,133.133,5.622,0.623,104.195,110.439
342,18,6.777,0.845,109.904,117.526,5.622,0.701,91.17,97.493
342,19,6.777,0.751,102.054,109.582,5.622,0.623,84.658,90.903
342,20,6.777,0.563,86.353,93.694,5.622,0.467,71.634,77.723
342,21,6.777,0.329,70.653,77.758,5.622,0.273,58.609,64.504
342,22,4.841,0.235,54.952,60.027,4.016,0.195,45.585,49.795
342,23,2.904,0.141,39.251,42.297,2.409,0.117,32.561,35.087
343,0,2.904,0.188,39.251,42.344,2.409,0.156,32.561,35.126
343,1,2.904,0.15,31.401,34.456,2.409,0.125,26.049,28.583
343,2,2.904,0.15,31.401,34.456,2.409,0.125,26.049,28.583
343,3,2.904,0.113,23.551,26.568,2.409,0.093,19.536,22.039
343,4,2.904,0.113,23.551,26.568,2.409,0.093,19.536,22.039
343,5,2.904,0.15,31.401,34.456,2.409,0.125,26.049,28.583
343,6,4.841,0.225,47.102,52.168,4.016,0.187,39.073,43.275
343,7,6.777,0.3,62.802,69.88,5.622,0.249,52.097,57.968
343,8,6.777,0.376,78.503,85.655,5.622,0.312,65.122,71.055
343,9,6.777,0.451,94.203,101.431,5.622,0.374,78.146,84.142
343,10,6.777,0.488,102.054,109.319,5.622,0.405,84.658,90.685
343,11,6.777,0.526,109.904,117.207,5.622,0.436,91.17,97.228
343,12,6.777,0.563,117.754,125.095,5.622,0.467,97.682,103.772
343,13,6.777,0.601,125.605,132.983,5.622,0.498,104.195,110.315
343,14,6.777,0.601,125.605,132.983,5.622,0.498,104.195,110.315
343,15,6.777,0.601,125.605,132.983,5.622,0.498,104.195,110.315
343,16,6.777,0.601,125.605,132.983,5.622,0.498,104.195,110.315
343,17,6.777,0.601,125.605,132.983,5.622,0.498,104.195,110.315
343,18,6.777,0.526,109.904,117.207,5.622,0.436,91.17,97.228
343,19,6.777,0.488,102.054,109.319,5.622,0.405,84.658,90.685
343,20,6.777,0.413,86.353,93.543,5.622,0.343,71.634,77.598
343,21,6.777,0.338,70.653,77.768,5.622,0.28,58.609,64.512
343,22,4.841,0.263,54.952,60.056,4.016,0.218,45.585,49.819
343,23,2.904,0.188,39.251,42.344,2.409,0.156,32.561,35.126
344,0,2.904,0.188,39.251,42.344,2.409,0.156,32.561,35.126
344,1,2.904,0.15,31.401,34.456,2.409,0.125,26.049,28.583
344,2,2.904,0.15,31.401,34.456,2.409,0.125,26.049,28.583
344,3,2.904,0.113,23.551,26.568,2.409,0.093,19.536,22.039
344,4,2.904,0.113,23.551,26.568,2.409,0.093,19.536,22.039
344,5,2.904,0.15,31.401,34.456,2.409,0.125,26.049,28.583
344,6,4.841,0.225,47.102,52.168,4.016,0.187,39.073,43.275
344,7,6.777,0.3,62.802,69.88,5.622,0.249,52.097,57.968
344,8,6.777,0.376,78.503,85.655,5.622,0.312,65.122,71.055
344,9,6.777,0.451,94.203,101.431,5.622,0.374,78.146,84.142
344,10,6.777,0.488,102.054,109.319,5.622,0.405,84.658,90.685
344,11,6.777,0.526,109.904,117.207,5.622,0.436,91.17,97.228
344,12,6.777,0.563,117.754,125.095,5.622,0.467,97.682,103.772
344,13,6.777,0.601,125.605,132.983,5.622,0.498,104.195,110.315
344,14,6.777,0.601,125.605,132.983,5.622,0.498,104.195,110.315
344,15,6.777,0.601,125.605,132.983,5.622,0.498,104.195,110.315
344,16,6.777,0.601,125.605,132.983,5.622,0.498,104.195,110.315
344,17,6.777,0.601,125.605,132.983,5.622,0.498,104.195,110.315
344,18,6.777,0.526,109.904,117.207,5.622,0.436,91.17,97.228
344,19,6.777,0.488,102.054,109.319,5.622,0.405,84.658,90.685
344,20,6.777,0.413,86.353,93.543,5.622,0.343,71.634,77.598
344,21,6.777,0.338,70.653,77.768,5.622,0.28,58.609,64.512
344,22,4.841,0.263,54.952,60.056,4.016,0.218,45.585,49.819
344,23,2.904,0.188,39.251,42.344,2.409,0.156,32.561,35.126
345,0,2.904,0.094,39.251,42.25,2.409,0.078,32.561,35.048
345,1,2.904,0.047,31.401,34.353,2.409,0.039,26.049,28.497
345,2,2.904,0.047,31.401,34.353,2.409,0.039,26.049,28.497
345,3,2.904,0.094,23.551,26.549,2.409,0.078,19.536,22.024
345,4,2.904,0.235,23.551,26.69,2.409,0.195,19.536,22.141
345,5,2.904,0.376,31.401,34.681,2.409,0.312,26.049,28.77
345,6,4.841,0.469,47.102,52.412,4.016,0.389,39.073,43.478
345,7,6.777,0.61,62.802,70.19,5.622,0.506,52.097,58.225
345,8,6.777,0.798,78.503,86.078,5.622,0.662,65.122,71.405
345,9,6.777,0.704,94.203,101.685,5.622,0.584,78.146,84.352
345,10,6.777,0.657,102.054,109.488,5.622,0.545,84.658,90.825
345,11,6.777,0.61,109.904,117.291,5.622,0.506,91.17,97.298
345,12,6.777,0.563,117.754,125.095,5.622,0.467,97.682,103.772
345,13,6.777,0.516,125.605,132.898,5.622,0.428,104.195,110.245
345,14,6.777,0.563,125.605,132.945,5.622,0.467,104.195,110.284
345,15,6.777,0.61,125.605,132.992,5.622,0.506,104.195,110.323
345,16,6.777,0.657,125.605,133.039,5.622,0.545,104.195,110.362
345,17,6.777,0.751,125.605,133.133,5.622,0.623,104.195,110.439
345,18,6.777,0.845,109.904,117.526,5.622,0.701,91.17,97.493
345,19,6.777,0.751,102.054,109.582,5.622,0.623,84.658,90.903
345,20,6.777,0.563,86.353,93.694,5.622,0.467,71.634,77.723
345,21,6.777,0.329,70.653,77.758,5.622,0.273,58.609,64.504
345,22,4.841,0.235,54.952,60.027,4.016,0.195,45.585,49.795
345,23,2.904,0.141,39.251,42.297,2.409,0.117,32.561,35.087
346,0,2.904,0.094,39.251,42.25,2.409,0.078,32.561,35.048
346,1,2.904,0.047,31.401,34.353,2.409,0.039,26.049,28.497
346,2,2.904,0.047,31.401,34.353,2.409,0.039,26.049,28.497
346,3,2.904,0.094,23.551,26.549,2.409,0.078,19.536,22.024
346,4,2.904,0.235,23.551,26.69,2.409,0.195,19.536,22.141
346,5,2.904,0.376,31.401,34.681,2.409,0.312,26.049,28.77
346,6,4.841,0.469,47.102,52.412,4.016,0.389,39.073,43.478
346,7,6.777,0.61,62.802,70.19,5.622,0.506,52.097,58.225
346,8,6.777,0.798,78.503,86.078,5.622,0.662,65.122,71.405
346,9,6.777,0.704,94.203,101.685,5.622,0.584,78.146,84.352
346,10,6.777,0.657,102.054,109.488,5.622,0.545,84.658,90.825
346,11,6.777,0.61,109.904,117.291,5.622,0.506,91.17,97.298
346,12,6.777,0.563,117.754,125.095,5.622,0.467,97.682,103.772
346,13,6.777,0.516,125.605,132.898,5.622,0.428,104.195,110.245
346,14,6.777,0.563,125.605,132.945,5.622,0.467,104.195,110.284
346,15,6.777,0.61,125.605,132.992,5.622,0.506,104.195,110.323
346,16,6.777,0.657,125.605,133.039,5.622,0.545,104.195,110.362
346,17,6.777,0.751,125.605,133.133,5.622,0.623,104.195,110.439
346,18,6.777,0.845,109.904,117.526,5.622,0.701,91.17,97.493
346,19,6.777,0.751,102.054,109.582,5.622,0.623,84.658,90.903
346,20,6.777,0.563,86.353,93.694,5.622,0.467,71.634,77.723
346,21,6.777,0.329,70.653,77.758,5.622,0.273,58.609,64.504
346,22,4.841,0.235,54.952,60.027,4.016,0.195,45.585,49.795
346,23,2.904,0.141,39.251,42.297,2.409,0.117,32.561,35.087
347,0,2.904,0.094,39.251,42.25,2.409,0.078,32.561,35.048
347,1,2.904,0.047,31.401,34.353,2.409,0.039,26.049,28.497
347,2,2.904,0.047,31.401,34.353,2.409,0.039,26.049,28.497
347,3,2.904,0.094,23.551,26.549,2.409,0.078,19.536,22.024
347,4,2.904,0.235,23.551,26.69,2.409,0.195,19.536,22.141
347,5,2.904,0.376,31.401,34.681,2.409,0.312,26.049,28.77
347,6,4.841,0.469,47.102,52.412,4.016,0.389,39.073,43.478
347,7,6.777,0.61,62.802,70.19,5.622,0.506,52.097,58.225
347,8,6.777,0.798,78.503,86.078,5.622,0.662,65.122,71.405
347,9,6.777,0.704,94.203,101.685,5.622,0.584,78.146,84.352
347,10,6.777,0.657,102.054,109.488,5.622,0.545,84.658,90.825
347,11,6.777,0.61,109.904,117.291,5.622,0.506,91.17,97.298
347,12,6.777,0.563,117.754,125.095,5.622,0.467,97.682,103.772
347,13,6.777,0.516,125.605,132.898,5.622,0.428,104.195,110.245
347,14,6.777,0.563,125.605,132.945,5.622,0.467,104.195,110.284
347,15,6.777,0.61,125.605,132.992,5.622,0.506,104.195,110.323
347,16,6.777,0.657,125.605,133.039,5.622,0.545,104.195,110.362
347,17,6.777,0.751,125.605,133.133,5.622,0.623,104.195,110.439
347,18,6.777,0.845,109.904,117.526,5.622,0.701,91.17,97.493
347,19,6.777,0.751,102.054,109.582,5.622,0.623,84.658,90.903
347,20,6.777,0.563,86.353,93.694,5.622,0.467,71.634,77.723
347,21,6.777,0.329,70.653,77.758,5.622,0.273,58.609,64.504
347,22,4.841,0.235,54.952,60.027,4.016,0.195,45.585,49.795
347,23,2.904,0.141,39.251,42.297,2.409,0.117,32.561,35.087
348,0,2.904,0.094,39.251,42.25,2.409,0.078,32.561,35.048
348,1,2.904,0.047,31.401,34.353,2.409,0.039,26.049,28.497
348,2,2.904,0.047,31.401,34.353,2.409,0.039,26.049,28.497
348,3,2.904,0.094,23.551,26.549,2.409,0.078,19.536,22.024
348,4,2.904,0.235,23.551,26.69,2.409,0.195,19.536,22.141
348,5,2.904,0.376,31.401,34.681,2.409,0.312,26.049,28.77
348,6,4.841,0.469,47.102,52.412,4.016,0.389,39.073,43.478
348,7,6.777,0.61,62.802,70.19,5.622,0.506,52.097,58.225
348,8,6.777,0.798,78.503,86.078,5.622,0.662,65.122,71.405
348,9,6.777,0.704,94.203,101.685,5.622,0.584,78.146,84.352
348,10,6.777,0.657,102.054,109.488,5.622,0.545,84.658,90.825
348,11,6.777,0.61,109.904,117.291,5.622,0.506,91.17,97.298
348,12,6.777,0.563,117.754,125.095,5.622,0.467,97.682,103.772
348,13,6.777,0.516,125.605,132.898,5.622,0.428,104.195,110.245
348,14,6.777,0.563,125.605,132.945,5.622,0.467,104.195,110.284
348,15,6.777,0.61,125.605,132.992,5.622,0.506,104.195,110.323
348,16,6.777,0.657,125.605,133.039,5.622,0.545,104.195,110.362
348,17,6.777,0.751,125.605,133.133,5.622,0.623,104.195,110.439
348,18,6.777,0.845,109.904,117.526,5.622,0.701,91.17,97.493
348,19,6.777,0.751,102.054,109.582,5.622,0.623,84.658,90.903
348,20,6.777,0.563,86.353,93.694,5.622,0.467,71.634,77.723
348,21,6.777,0.329,70.653,77.758,5.622,0.273,58.609,64.504
348,22,4.841,0.235,54.952,60.027,4.016,0.195,45.585,49.795
348,23,2.904,0.141,39.251,42.297,2.409,0.117,32.561,35.087
349,0,2.904,0.094,39.251,42.25,2.409,0.078,32.561,35.048
349,1,2.904,0.047,31.401,34.353,2.409,0.039,26.049,28.497
349,2,2.904,0.047,31.401,34.353,2.409,0.039,26.049,28.497
349,3,2.904,0.094,23.551,26.549,2.409,0.078,19.536,22.024
349,4,2.904,0.235,23.551,26.69,2.409,0.195,19.536,22.141
349,5,2.904,0.376,31.401,34.681,2.409,0.312,26.049,28.77
349,6,4.841,0.469,47.102,52.412,4.016,0.389,39.073,43.478
349,7,6.777,0.61,62.802,70.19,5.622,0.506,52.097,58.225
349,8,6.777,0.798,78.503,86.078,5.622,0.662,65.122,71.405
349,9,6.777,0.704,94.203,101.685,5.622,0.584,78.146,84.352
349,10,6.777,0.657,102.054,109.488,5.622,0.545,84.658,90.825
349,11,6.777,0.61,109.904,117.291,5.622,0.506,91.17,97.298
349,12,6.777,0.563,117.754,125.095,5.622,0.467,97.682,103.772
349,13,6.777,0.516,125.605,132.898,5.622,0.428,104.195,110.245
349,14,6.777,0.563,125.605,132.945,5.622,0.467,104.195,110.284
349,15,6.777,0.61,125.605,132.992,5.622,0.506,104.195,110.323
349,16,6.777,0.657,125.605,133.039,5.622,0.545,104.195,110.362
349,17,6.777,0.751,125.605,133.133,5.622,0.623,104.195,110.439
349,18,6.777,0.845,109.904,117.526,5.622,0.701,91.17,97.493
349,19,6.777,0.751,102.054,109.582,5.622,0.623,84.658,90.903
349,20,6.777,0.563,86.353,93.694,5.622,0.467,71.634,77.723
349,21,6.777,0.329,70.653,77.758,5.622,0.273,58.609,64.504
349,22,4.841,0.235,54.952,60.027,4.016,0.195,45.585,49.795
349,23,2.904,0.141,39.251,42.297,2.409,0.117,32.561,35.087
350,0,2.904,0.188,39.251,42.344,2.409,0.156,32.561,35.126
350,1,2.904,0.15,31.401,34.456,2.409,0.125,26.049,28.583
350,2,2.904,0.15,31.401,34.456,2.409,0.125,26.049,28.583
350,3,2.904,0.113,23.551,26.568,2.409,0.093,19.536,22.039
350,4,2.904,0.113,23.551,26.568,2.409,0.093,19.536,22.039
350,5,2.904,0.15,31.401,34.456,2.409,0.125,26.049,28.583
350,6,4.841,0.225,47.102,52.168,4.016,0.187,39.073,43.275
350,7,6.777,0.3,62.802,69.88,5.622,0.249,52.097,57.968
350,8,6.777,0.376,78.503,85.655,5.622,0.312,65.122,71.055
350,9,6.777,0.451,94.203,101.431,5.622,0.374,78.146,84.142
350,10,6.777,0.488,102.054,109.319,5.622,0.405,84.658,90.685
350,11,6.777,0.526,109.904,117.207,5.622,0.436,91.17,97.228
350,12,6.777,0.563,117.754,125.095,5.622,0.467,97.682,103.772
350,13,6.777,0.601,125.605,132.983,5.622,0.498,104.195,110.315
350,14,6.777,0.601,125.605,132.983,5.622,0.498,104.195,110.315
350,15,6.777,0.601,125.605,132.983,5.622,0.498,104.195,110.315
350,16,6.777,0.601,125.605,132.983,5.622,0.498,104.195,110.315
350,17,6.777,0.601,125.605,132.983,5.622,0.498,104.195,110.315
350,18,6.777,0.526,109.904,117.207,5.622,0.436,91.17,97.228
350,19,6.777,0.488,102.054,109.319,5.622,0.405,84.658,90.685
350,20,6.777,0.413,86.353,93.543,5.622,0.343,71.634,77.598
350,21,6.777,0.338,70.653,77.768,5.622,0.28,58.609,64.512
350,22,4.841,0.263,54.952,60.056,4.016,0.218,45.585,49.819
350,23,2.904,0.188,39.251,42.344,2.409,0.156,32.561,35.126
351,0,2.904,0.188,39.251,42.344,2.409,0.156,32.561,35.126
351,1,2.904,0.15,31.401,34.456,2.409,0.125,26.049,28.583
351,2,2.904,0.15,31.401,34.456,2.409,0.125,26.049,28.583
351,3,2.904,0.113,23.551,26.568,2.409,0.093,19.536,22.039
351,4,2.904,0.113,23.551,26.568,2.409,0.093,19.536,22.039
351,5,2.904,0.15,31.401,34.456,2.409,0.125,26.049,28.583
351,6,4.841,0.225,47.102,52.168,4.016,0.187,39.073,43.275
351,7,6.777,0.3,62.802,69.88,5.622,0.249,52.097,57.968
351,8,6.777,0.376,78.503,85.655,5.622,0.312,65.122,71.055
351,9,6.777,0.451,94.203,101.431,5.622,0.374,78.146,84.142
351,10,6.777,0.488,102.054,109.319,5.622,0.405,84.658,90.685
351,11,6.777,0.526,109.904,117.207,5.622,0.436,91.17,97.228
351,12,6.777,0.563,117.754,125.095,5.622,0.467,97.682,103.772
351,13,6.777,0.601,125.605,132.983,5.622,0.498,104.195,110.315
351,14,6.777,0.601,125.605,132.983,5.622,0.498,104.195,110.315
351,15,6.777,0.601,125.605,132.983,5.622,0.498,104.195,110.315
351,16,6.777,0.601,125.605,132.983,5.622,0.498,104.195,110.315
351,17,6.777,0.601,125.605,132.983,5.622,0.498,104.195,110.315
351,18,6.777,0.526,109.904,117.207,5.622,0.436,91.17,97.228
351,19,6.777,0.488,102.054,109.319,5.622,0.405,84.658,90.685
351,20,6.777,0.413,86.353,93.543,5.622,0.343,71.634,77.598
351,21,6.777,0.338,70.653,77.768,5.622,0.28,58.609,64.512
351,22,4.841,0.263,54.952,60.056,4.016,0.218,45.585,49.819
351,23,2.904,0.188,39.251,42.344,2.409,0.156,32.561,35.126
352,0,2.904,0.094,39.251,42.25,2.409,0.078,32.561,35.048
352,1,2.904,0.047,31.401,34.353,2.409,0.039,26.049,28.497
352,2,2.904,0.047,31.401,34.353,2.409,0.039,26.049,28.497
