DOY,hour,QmMed,QvMed,QbMed,AHFMed,QmMean,QvMean,QbMean,AHFMean
151,18,6.777,0.845,107.612,115.234,5.622,0.701,89.269,95.592
151,19,6.777,0.751,99.925,107.453,5.622,0.623,82.892,89.137
151,20,6.777,0.563,84.552,91.893,5.622,0.467,70.14,76.229
151,21,6.777,0.329,69.179,76.285,5.622,0.273,57.387,63.281
151,22,4.841,0.235,53.806,58.881,4.016,0.195,44.634,48.845
151,23,2.904,0.141,38.433,41.478,2.409,0.117,31.882,34.408
152,0,2.904,0.188,40.93,44.022,2.409,0.156,33.953,36.518
152,1,2.904,0.15,32.744,35.799,2.409,0.125,27.163,29.697
152,2,2.904,0.15,32.744,35.799,2.409,0.125,27.163,29.697
152,3,2.904,0.113,24.558,27.575,2.409,0.093,20.372,22.875
152,4,2.904,0.113,24.558,27.575,2.409,0.093,20.372,22.875
152,5,2.904,0.15,32.744,35.799,2.409,0.125,27.163,29.697
152,6,4.841,0.225,49.116,54.182,4.016,0.187,40.744,44.946
152,7,6.777,0.3,65.488,72.566,5.622,0.249,54.325,60.196
152,8,6.777,0.376,81.86,89.013,5.622,0.312,67.907,73.84
152,9,6.777,0.451,98.232,105.46,5.622,0.374,81.488,87.484
152,10,6.777,0.488,106.418,113.683,5.622,0.405,88.279,94.305
152,11,6.777,0.526,114.604,121.907,5.622,0.436,95.069,101.127
152,12,6.777,0.563,122.79,130.131,5.622,0.467,101.86,107.949
152,13,6.777,0.601,130.976,138.354,5.622,0.498,108.651,114.771
152,14,6.777,0.601,130.976,138.354,5.622,0.498,108.651,114.771
152,15,6.777,0.601,130.976,138.354,5.622,0.498,108.651,114.771
152,16,6.777,0.601,130.976,138.354,5.622,0.498,108.651,114.771
152,17,6.777,0.601,130.976,138.354,5.622,0.498,108.651,114.771
152,18,6.777,0.526,114.604,121.907,5.622,0.436,95.069,101.127
152,19,6.777,0.488,106.418,113.683,5.622,0.405,88.279,94.305
152,20,6.777,0.413,90.046,97.236,5.622,0.343,74.697,80.662
152,21,6.777,0.338,73.674,80.789,5.622,0.28,61.116,67.018
152,22,4.841,0.263,57.302,62.406,4.016,0.218,47.535,51.768
152,23,2.904,0.188,40.93,44.022,2.409,0.156,33.953,36.518
153,0,2.904,0.188,40.93,44.022,2.409,0.156,33.953,36.518
153,1,2.904,0.15,32.744,35.799,2.409,0.125,27.163,29.697
153,2,2.904,0.15,32.744,35.799,2.409,0.125,27.163,29.697
153,3,2.904,0.113,24.558,27.575,2.409,0.093,20.372,22.875
153,4,2.904,0.113,24.558,27.575,2.409,0.093,20.372,22.875
153,5,2.904,0.15,32.744,35.799,2.409,0.125,27.163,29.697
153,6,4.841,0.225,49.116,54.182,4.016,0.187,40.744,44.946
153,7,6.777,0.3,65.488,72.566,5.622,0.249,54.325,60.196
153,8,6.777,0.376,81.86,89.013,5.622,0.312,67.907,73.84
153,9,6.777,0.451,98.232,105.46,5.622,0.374,81.488,87.484
153,10,6.777,0.488,106.418,113.683,5.622,0.405,88.279,94.305
153,11,6.777,0.526,114.604,121.907,5.622,0.436,95.069,101.127
153,12,6.777,0.563,122.79,130.131,5.622,0.467,101.86,107.949
153,13,6.777,0.601,130.976,138.354,5.622,0.498,108.651,114.771
153,14,6.777,0.601,130.976,138.354,5.622,0.498,108.651,114.771
153,15,6.777,0.601,130.976,138.354,5.622,0.498,108.651,114.771
153,16,6.777,0.601,130.976,138.354,5.622,0.498,108.651,114.771
153,17,6.777,0.601,130.976,138.354,5.622,0.498,108.651,114.771
153,18,6.777,0.526,114.604,121.907,5.622,0.436,95.069,101.127
153,19,6.777,0.488,106.418,113.683,5.622,0.405,88.279,94.305
153,20,6.777,0.413,90.046,97.236,5.622,0.343,74.697,80.662
153,21,6.777,0.338,73.674,80.789,5.622,0.28,61.116,67.018
153,22,4.841,0.263,57.302,62.406,4.016,0.218,47.535,51.768
153,23,2.904,0.188,40.93,44.022,2.409,0.156,33.953,36.518
154,0,2.904,0.094,40.93,43.928,2.409,0.078,33.953,36.441
154,1,2.904,0.047,32.744,35.695,2.409,0.039,27.163,29.611
154,2,2.904,0.047,32.744,35.695,2.409,0.039,27.163,29.611
154,3,2.904,0.094,24.558,27.556,2.409,0.078,20.372,22.859
154,4,2.904,0.235,24.558,27.697,2.409,0.195,20.372,22.976
154,5,2.904,0.376,32.744,36.024,2.409,0.312,27.163,29.884
154,6,4.841,0.469,49.116,54.426,4.016,0.389,40.744,45.149
154,7,6.777,0.61,65.488,72.875,5.622,0.506,54.325,60.453
154,8,6.777,0.798,81.86,89.435,5.622,0.662,67.907,74.19
154,9,6.777,0.704,98.232,105.713,5.622,0.584,81.488,87.694
154,10,6.777,0.657,106.418,113.852,5.622,0.545,88.279,94.446
154,11,6.777,0.61,114.604,121.992,5.622,0.506,95.069,101.197
154,12,6.777,0.563,122.79,130.131,5.622,0.467,101.86,107.949
154,13,6.777,0.516,130.976,138.27,5.622,0.428,108.651,114.701
154,14,6.777,0.563,130.976,138.317,5.622,0.467,108.651,114.74
154,15,6.777,0.61,130.976,138.364,5.622,0.506,108.651,114.779
154,16,6.777,0.657,130.976,138.41,5.622,0.545,108.651,114.818
154,17,6.777,0.751,130.976,138.504,5.622,0.623,108.651,114.896
154,18,6.777,0.845,114.604,122.226,5.622,0.701,95.069,101.392
154,19,6.777,0.751,106.418,113.946,5.622,0.623,88.279,94.523
154,20,6.777,0.563,90.046,97.387,5.622,0.467,74.697,80.786
154,21,6.777,0.329,73.674,80.78,5.622,0.273,61.116,67.01
154,22,4.841,0.235,57.302,62.378,4.016,0.195,47.535,51.745
154,23,2.904,0.141,40.93,43.975,2.409,0.117,33.953,36.479
155,0,2.904,0.094,40.93,43.928,2.409,0.078,33.953,36.441
155,1,2.904,0.047,32.744,35.695,2.409,0.039,27.163,29.611
155,2,2.904,0.047,32.744,35.695,2.409,0.039,27.163,29.611
155,3,2.904,0.094,24.558,27.556,2.409,0.078,20.372,22.859
155,4,2.904,0.235,24.558,27.697,2.409,0.195,20.372,22.976
155,5,2.904,0.376,32.744,36.024,2.409,0.312,27.163,29.884
155,6,4.841,0.469,49.116,54.426,4.016,0.389,40.744,45.149
155,7,6.777,0.61,65.488,72.875,5.622,0.506,54.325,60.453
155,8,6.777,0.798,81.86,89.435,5.622,0.662,67.907,74.19
155,9,6.777,0.704,98.232,105.713,5.622,0.584,81.488,87.694
155,10,6.777,0.657,106.418,113.852,5.622,0.545,88.279,94.446
155,11,6.777,0.61,114.604,121.992,5.622,0.506,95.069,101.197
155,12,6.777,0.563,122.79,130.131,5.622,0.467,101.86,107.949
155,13,6.777,0.516,130.976,138.27,5.622,0.428,108.651,114.701
155,14,6.777,0.563,130.976,138.317,5.622,0.467,108.651,114.74
155,15,6.777,0.61,130.976,138.364,5.622,0.506,108.651,114.779
155,16,6.777,0.657,130.976,138.41,5.622,0.545,108.651,114.818
155,17,6.777,0.751,130.976,138.504,5.622,0.623,108.651,114.896
155,18,6.777,0.845,114.604,122.226,5.622,0.701,95.069,101.392
155,19,6.777,0.751,106.418,113.946,5.622,0.623,88.279,94.523
155,20,6.777,0.563,90.046,97.387,5.622,0.467,74.697,80.786
155,21,6.777,0.329,73.674,80.78,5.622,0.273,61.116,67.01
155,22,4.841,0.235,57.302,62.378,4.016,0.195,47.535,51.745
155,23,2.904,0.141,40.93,43.975,2.409,0.117,33.953,36.479
156,0,2.904,0.094,40.93,43.928,2.409,0.078,33.953,36.441
156,1,2.904,0.047,32.744,35.695,2.409,0.039,27.163,29.611
156,2,2.904,0.047,32.744,35.695,2.409,0.039,27.163,29.611
156,3,2.904,0.094,24.558,27.556,2.409,0.078,20.372,22.859
156,4,2.904,0.235,24.558,27.697,2.409,0.195,20.372,22.976
156,5,2.904,0.376,32.744,36.024,2.409,0.312,27.163,29.884
156,6,4.841,0.469,49.116,54.426,4.016,0.389,40.744,45.149
156,7,6.777,0.61,65.488,72.875,5.622,0.506,54.325,60.453
156,8,6.777,0.798,81.86,89.435,5.622,0.662,67.907,74.19
156,9,6.777,0.704,98.232,105.713,5.622,0.584,81.488,87.694
156,10,6.777,0.657,106.418,113.852,5.622,0.545,88.279,94.446
156,11,6.777,0.61,114.604,121.992,5.622,0.506,95.069,101.197
156,12,6.777,0.563,122.79,130.131,5.622,0.467,101.86,107.949
156,13,6.777,0.516,130.976,138.27,5.622,0.428,108.651,114.701
156,14,6.777,0.563,130.976,138.317,5.622,0.467,108.651,114.74
156,15,6.777,0.61,130.976,138.364,5.622,0.506,108.651,114.779
156,16,6.777,0.657,130.976,138.41,5.622,0.545,108.651,114.818
156,17,6.777,0.751,130.976,138.504,5.622,0.623,108.651,114.896
156,18,6.777,0.845,114.604,122.226,5.622,0.701,95.069,101.392
156,19,6.777,0.751,106.418,113.946,5.622,0.623,88.279,94.523
156,20,6.777,0.563,90.046,97.387,5.622,0.467,74.697,80.786
156,21,6.777,0.329,73.674,80.78,5.622,0.273,61.116,67.01
156,22,4.841,0.235,57.302,62.378,4.016,0.195,47.535,51.745
156,23,2.904,0.141,40.93,43.975,2.409,0.117,33.953,36.479
157,0,2.904,0.094,40.93,43.928,2.409,0.078,33.953,36.441
157,1,2.904,0.047,32.744,35.695,2.409,0.039,27.163,29.611
157,2,2.904,0.047,32.744,35.695,2.409,0.039,27.163,29.611
157,3,2.904,0.094,24.558,27.556,2.409,0.078,20.372,22.859
157,4,2.904,0.235,24.558,27.697,2.409,0.195,20.372,22.976
157,5,2.904,0.376,32.744,36.024,2.409,0.312,27.163,29.884
157,6,4.841,0.469,49.116,54.426,4.016,0.389,40.744,45.149
157,7,6.777,0.61,65.488,72.875,5.622,0.506,54.325,60.453
157,8,6.777,0.798,81.86,89.435,5.622,0.662,67.907,74.19
157,9,6.777,0.704,98.232,105.713,5.622,0.584,81.488,87.694
157,10,6.777,0.657,106.418,113.852,5.622,0.545,88.279,94.446
157,11,6.777,0.61,114.604,121.992,5.622,0.506,95.069,101.197
157,12,6.777,0.563,122.79,130.131,5.622,0.467,101.86,107.949
157,13,6.777,0.516,130.976,138.27,5.622,0.428,108.651,114.701
157,14,6.777,0.563,130.976,138.317,5.622,0.467,108.651,114.74
157,15,6.777,0.61,130.976,138.364,5.622,0.506,108.651,114.779
157,16,6.777,0.657,130.976,138.41,5.622,0.545,108.651,114.818
157,17,6.777,0.751,130.976,138.504,5.622,0.623,108.651,114.896
157,18,6.777,0.845,114.604,122.226,5.622,0.701,95.069,101.392
157,19,6.777,0.751,106.418,113.946,5.622,0.623,88.279,94.523
157,20,6.777,0.563,90.046,97.387,5.622,0.467,74.697,80.786
157,21,6.777,0.329,73.674,80.78,5.622,0.273,61.116,67.01
157,22,4.841,0.235,57.302,62.378,4.016,0.195,47.535,51.745
157,23,2.904,0.141,40.93,43.975,2.409,0.117,33.953,36.479
158,0,2.904,0.094,40.93,43.928,2.409,0.078,33.953,36.441
158,1,2.904,0.047,32.744,35.695,2.409,0.039,27.163,29.611
158,2,2.904,0.047,32.744,35.695,2.409,0.039,27.163,29.611
158,3,2.904,0.094,24.558,27.556,2.409,0.078,20.372,22.859
158,4,2.904,0.235,24.558,27.697,2.409,0.195,20.372,22.976
158,5,2.904,0.376,32.744,36.024,2.409,0.312,27.163,29.884
158,6,4.841,0.469,49.116,54.426,4.016,0.389,40.744,45.149
158,7,6.777,0.61,65.488,72.875,5.622,0.506,54.325,60.453
158,8,6.777,0.798,81.86,89.435,5.622,0.662,67.907,74.19
158,9,6.777,0.704,98.232,105.713,5.622,0.584,81.488,87.694
158,10,6.777,0.657,106.418,113.852,5.622,0.545,88.279,94.446
158,11,6.777,0.61,114.604,121.992,5.622,0.506,95.069,101.197
158,12,6.777,0.563,122.79,130.131,5.622,0.467,101.86,107.949
158,13,6.777,0.516,130.976,138.27,5.622,0.428,108.651,114.701
158,14,6.777,0.563,130.976,138.317,5.622,0.467,108.651,114.74
158,15,6.777,0.61,130.976,138.364,5.622,0.506,108.651,114.779
158,16,6.777,0.657,130.976,138.41,5.622,0.545,108.651,114.818
158,17,6.777,0.751,130.976,138.504,5.622,0.623,108.651,114.896
158,18,6.777,0.845,114.604,122.226,5.622,0.701,95.069,101.392
158,19,6.777,0.751,106.418,113.946,5.622,0.623,88.279,94.523
158,20,6.777,0.563,90.046,97.387,5.622,0.467,74.697,80.786
158,21,6.777,0.329,73.674,80.78,5.622,0.273,61.116,67.01
158,22,4.841,0.235,57.302,62.378,4.016,0.195,47.535,51.745
158,23,2.904,0.141,40.93,43.975,2.409,0.117,33.953,36.479
159,0,2.904,0.188,40.93,44.022,2.409,0.156,33.953,36.518
159,1,2.904,0.15,32.744,35.799,2.409,0.125,27.163,29.697
159,2,2.904,0.15,32.744,35.799,2.409,0.125,27.163,29.697
159,3,2.904,0.113,24.558,27.575,2.409,0.093,20.372,22.875
159,4,2.904,0.113,24.558,27.575,2.409,0.093,20.372,22.875
159,5,2.904,0.15,32.744,35.799,2.409,0.125,27.163,29.697
159,6,4.841,0.225,49.116,54.182,4.016,0.187,40.744,44.946
159,7,6.777,0.3,65.488,72.566,5.622,0.249,54.325,60.196
159,8,6.777,0.376,81.86,89.013,5.622,0.312,67.907,73.84
159,9,6.777,0.451,98.232,105.46,5.622,0.374,81.488,87.484
159,10,6.777,0.488,106.418,113.683,5.622,0.405,88.279,94.305
159,11,6.777,0.526,114.604,121.907,5.622,0.436,95.069,101.127
159,12,6.777,0.563,122.79,130.131,5.622,0.467,101.86,107.949
159,13,6.777,0.601,130.976,138.354,5.622,0.498,108.651,114.771
159,14,6.777,0.601,130.976,138.354,5.622,0.498,108.651,114.771
159,15,6.777,0.601,130.976,138.354,5.622,0.498,108.651,114.771
159,16,6.777,0.601,130.976,138.354,5.622,0.498,108.651,114.771
159,17,6.777,0.601,130.976,138.354,5.622,0.498,108.651,114.771
159,18,6.777,0.526,114.604,121.907,5.622,0.436,95.069,101.127
159,19,6.777,0.488,106.418,113.683,5.622,0.405,88.279,94.305
159,20,6.777,0.413,90.046,97.236,5.622,0.343,74.697,80.662
159,21,6.777,0.338,73.674,80.789,5.622,0.28,61.116,67.018
159,22,4.841,0.263,57.302,62.406,4.016,0.218,47.535,51.768
159,23,2.904,0.188,40.93,44.022,2.409,0.156,33.953,36.518
160,0,2.904,0.188,40.93,44.022,2.409,0.156,33.953,36.518
160,1,2.904,0.15,32.744,35.799,2.409,0.125,27.163,29.697
160,2,2.904,0.15,32.744,35.799,2.409,0.125,27.163,29.697
160,3,2.904,0.113,24.558,27.575,2.409,0.093,20.372,22.875
160,4,2.904,0.113,24.558,27.575,2.409,0.093,20.372,22.875
160,5,2.904,0.15,32.744,35.799,2.409,0.125,27.163,29.697
160,6,4.841,0.225,49.116,54.182,4.016,0.187,40.744,44.946
160,7,6.777,0.3,65.488,72.566,5.622,0.249,54.325,60.196
160,8,6.777,0.376,81.86,89.013,5.622,0.312,67.907,73.84
160,9,6.777,0.451,98.232,105.46,5.622,0.374,81.488,87.484
160,10,6.777,0.488,106.418,113.683,5.622,0.405,88.279,94.305
160,11,6.777,0.526,114.604,121.907,5.622,0.436,95.069,101.127
160,12,6.777,0.563,122.79,130.131,5.622,0.467,101.86,107.949
160,13,6.777,0.601,130.976,138.354,5.622,0.498,108.651,114.771
160,14,6.777,0.601,130.976,138.354,5.622,0.498,108.651,114.771
160,15,6.777,0.601,130.976,138.354,5.622,0.498,108.651,114.771
160,16,6.777,0.601,130.976,138.354,5.622,0.498,108.651,114.771
160,17,6.777,0.601,130.976,138.354,5.622,0.498,108.651,114.771
160,18,6.777,0.526,114.604,121.907,5.622,0.436,95.069,101.127
160,19,6.777,0.488,106.418,113.683,5.622,0.405,88.279,94.305
160,20,6.777,0.413,90.046,97.236,5.622,0.343,74.697,80.662
160,21,6.777,0.338,73.674,80.789,5.622,0.28,61.116,67.018
160,22,4.841,0.263,57.302,62.406,4.016,0.218,47.535,51.768
160,23,2.904,0.188,40.93,44.022,2.409,0.156,33.953,36.518
161,0,2.904,0.094,40.93,43.928,2.409,0.078,33.953,36.441
161,1,2.904,0.047,32.744,35.695,2.409,0.039,27.163,29.611
161,2,2.904,0.047,32.744,35.695,2.409,0.039,27.163,29.611
161,3,2.904,0.094,24.558,27.556,2.409,0.078,20.372,22.859
161,4,2.904,0.235,24.558,27.697,2.409,0.195,20.372,22.976
161,5,2.904,0.376,32.744,36.024,2.409,0.312,27.163,29.884
161,6,4.841,0.469,49.116,54.426,4.016,0.389,40.744,45.149
161,7,6.777,0.61,65.488,72.875,5.622,0.506,54.325,60.453
161,8,6.777,0.798,81.86,89.435,5.622,0.662,67.907,74.19
161,9,6.777,0.704,98.232,105.713,5.622,0.584,81.488,87.694
161,10,6.777,0.657,106.418,113.852,5.622,0.545,88.279,94.446
161,11,6.777,0.61,114.604,121.992,5.622,0.506,95.069,101.197
161,12,6.777,0.563,122.79,130.131,5.622,0.467,101.86,107.949
161,13,6.777,0.516,130.976,138.27,5.622,0.428,108.651,114.701
161,14,6.777,0.563,130.976,138.317,5.622,0.467,108.651,114.74
161,15,6.777,0.61,130.976,138.364,5.622,0.506,108.651,114.779
161,16,6.777,0.657,130.976,138.41,5.622,0.545,108.651,114.818
161,17,6.777,0.751,130.976,138.504,5.622,0.623,108.651,114.896
161,18,6.777,0.845,114.604,122.226,5.622,0.701,95.069,101.392
161,19,6.777,0.751,106.418,113.946,5.622,0.623,88.279,94.523
161,20,6.777,0.563,90.046,97.387,5.622,0.467,74.697,80.786
161,21,6.777,0.329,73.674,80.78,5.622,0.273,61.116,67.01
161,22,4.841,0.235,57.302,62.378,4.016,0.195,47.535,51.745
161,23,2.904,0.141,40.93,43.975,2.409,0.117,33.953,36.479
162,0,2.904,0.094,40.93,43.928,2.409,0.078,33.953,36.441
162,1,2.904,0.047,32.744,35.695,2.409,0.039,27.163,29.611
162,2,2.904,0.047,32.744,35.695,2.409,0.039,27.163,29.611
162,3,2.904,0.094,24.558,27.556,2.409,0.078,20.372,22.859
162,4,2.904,0.235,24.558,27.697,2.409,0.195,20.372,22.976
162,5,2.904,0.376,32.744,36.024,2.409,0.312,27.163,29.884
162,6,4.841,0.469,49.116,54.426,4.016,0.389,40.744,45.149
162,7,6.777,0.61,65.488,72.875,5.622,0.506,54.325,60.453
162,8,6.777,0.798,81.86,89.435,5.622,0.662,67.907,74.19
162,9,6.777,0.704,98.232,105.713,5.622,0.584,81.488,87.694
162,10,6.777,0.657,106.418,113.852,5.622,0.545,88.279,94.446
162,11,6.777,0.61,114.604,121.992,5.622,0.506,95.069,101.197
162,12,6.777,0.563,122.79,130.131,5.622,0.467,101.86,107.949
162,13,6.777,0.516,130.976,138.27,5.622,0.428,108.651,114.701
162,14,6.777,0.563,130.976,138.317,5.622,0.467,108.651,114.74
162,15,6.777,0.61,130.976,138.364,5.622,0.506,108.651,114.779
162,16,6.777,0.657,130.976,138.41,5.622,0.545,108.651,114.818
162,17,6.777,0.751,130.976,138.504,5.622,0.623,108.651,114.896
162,18,6.777,0.845,114.604,122.226,5.622,0.701,95.069,101.392
162,19,6.777,0.751,106.418,113.946,5.622,0.623,88.279,94.523
162,20,6.777,0.563,90.046,97.387,5.622,0.467,74.697,80.786
162,21,6.777,0.329,73.674,80.78,5.622,0.273,61.116,67.01
162,22,4.841,0.235,57.302,62.378,4.016,0.195,47.535,51.745
162,23,2.904,0.141,40.93,43.975,2.409,0.117,33.953,36.479
163,0,2.904,0.094,40.93,43.928,2.409,0.078,33.953,36.441
163,1,2.904,0.047,32.744,35.695,2.409,0.039,27.163,29.611
163,2,2.904,0.047,32.744,35.695,2.409,0.039,27.163,29.611
163,3,2.904,0.094,24.558,27.556,2.409,0.078,20.372,22.859
163,4,2.904,0.235,24.558,27.697,2.409,0.195,20.372,22.976
163,5,2.904,0.376,32.744,36.024,2.409,0.312,27.163,29.884
163,6,4.841,0.469,49.116,54.426,4.016,0.389,40.744,45.149
163,7,6.777,0.61,65.488,72.875,5.622,0.506,54.325,60.453
163,8,6.777,0.798,81.86,89.435,5.622,0.662,67.907,74.19
163,9,6.777,0.704,98.232,105.713,5.622,0.584,81.488,87.694
163,10,6.777,0.657,106.418,113.852,5.622,0.545,88.279,94.446
163,11,6.777,0.61,114.604,121.992,5.622,0.506,95.069,101.197
163,12,6.777,0.563,122.79,130.131,5.622,0.467,101.86,107.949
163,13,6.777,0.516,130.976,138.27,5.622,0.428,108.651,114.701
163,14,6.777,0.563,130.976,138.317,5.622,0.467,108.651,114.74
163,15,6.777,0.61,130.976,138.364,5.622,0.506,108.651,114.779
163,16,6.777,0.657,130.976,138.41,5.622,0.545,108.651,114.818
163,17,6.777,0.751,130.976,138.504,5.622,0.623,108.651,114.896
163,18,6.777,0.845,114.604,122.226,5.622,0.701,95.069,101.392
163,19,6.777,0.751,106.418,113.946,5.622,0.623,88.279,94.523
163,20,6.777,0.563,90.046,97.387,5.622,0.467,74.697,80.786
163,21,6.777,0.329,73.674,80.78,5.622,0.273,61.116,67.01
163,22,4.841,0.235,57.302,62.378,4.016,0.195,47.535,51.745
163,23,2.904,0.141,40.93,43.975,2.409,0.117,33.953,36.479
164,0,2.904,0.094,40.93,43.928,2.409,0.078,33.953,36.441
164,1,2.904,0.047,32.744,35.695,2.409,0.039,27.163,29.611
164,2,2.904,0.047,32.744,35.695,2.409,0.039,27.163,29.611
164,3,2.904,0.094,24.558,27.556,2.409,0.078,20.372,22.859
164,4,2.904,0.235,24.558,27.697,2.409,0.195,20.372,22.976
164,5,2.904,0.376,32.744,36.024,2.409,0.312,27.163,29.884
164,6,4.841,0.469,49.116,54.426,4.016,0.389,40.744,45.149
164,7,6.777,0.61,65.488,72.875,5.622,0.506,54.325,60.453
164,8,6.777,0.798,81.86,89.435,5.622,0.662,67.907,74.19
164,9,6.777,0.704,98.232,105.713,5.622,0.584,81.488,87.694
164,10,6.777,0.657,106.418,113.852,5.622,0.545,88.279,94.446
164,11,6.777,0.61,114.604,121.992,5.622,0.506,95.069,101.197
164,12,6.777,0.563,122.79,130.131,5.622,0.467,101.86,107.949
164,13,6.777,0.516,130.976,138.27,5.622,0.428,108.651,114.701
164,14,6.777,0.563,130.976,138.317,5.622,0.467,108.651,114.74
164,15,6.777,0.61,130.976,138.364,5.622,0.506,108.651,114.779
164,16,6.777,0.657,130.976,138.41,5.622,0.545,108.651,114.818
164,17,6.777,0.751,130.976,138.504,5.622,0.623,108.651,114.896
164,18,6.777,0.845,114.604,122.226,5.622,0.701,95.069,101.392
164,19,6.777,0.751,106.418,113.946,5.622,0.623,88.279,94.523
164,20,6.777,0.563,90.046,97.387,5.622,0.467,74.697,80.786
164,21,6.777,0.329,73.674,80.78,5.622,0.273,61.116,67.01
164,22,4.841,0.235,57.302,62.378,4.016,0.195,47.535,51.745
164,23,2.904,0.141,40.93,43.975,2.409,0.117,33.953,36.479
165,0,2.904,0.094,40.93,43.928,2.409,0.078,33.953,36.441
165,1,2.904,0.047,32.744,35.695,2.409,0.039,27.163,29.611
165,2,2.904,0.047,32.744,35.695,2.409,0.039,27.163,29.611
165,3,2.904,0.094,24.558,27.556,2.409,0.078,20.372,22.859
165,4,2.904,0.235,24.558,27.697,2.409,0.195,20.372,22.976
165,5,2.904,0.376,32.744,36.024,2.409,0.312,27.163,29.884
165,6,4.841,0.469,49.116,54.426,4.016,0.389,40.744,45.149
165,7,6.777,0.61,65.488,72.875,5.622,0.506,54.325,60.453
165,8,6.777,0.798,81.86,89.435,5.622,0.662,67.907,74.19
165,9,6.777,0.704,98.232,105.713,5.622,0.584,81.488,87.694
165,10,6.777,0.657,106.418,113.852,5.622,0.545,88.279,94.446
165,11,6.777,0.61,114.604,121.992,5.622,0.506,95.069,101.197
165,12,6.777,0.563,122.79,130.131,5.622,0.467,101.86,107.949
165,13,6.777,0.516,130.976,138.27,5.622,0.428,108.651,114.701
165,14,6.777,0.563,130.976,138.317,5.622,0.467,108.651,114.74
165,15,6.777,0.61,130.976,138.364,5.622,0.506,108.651,114.779
165,16,6.777,0.657,130.976,138.41,5.622,0.545,108.651,114.818
165,17,6.777,0.751,130.976,138.504,5.622,0.623,108.651,114.896
165,18,6.777,0.845,114.604,122.226,5.622,0.701,95.069,101.392
165,19,6.777,0.751,106.418,113.946,5.622,0.623,88.279,94.523
165,20,6.777,0.563,90.046,97.387,5.622,0.467,74.697,80.786
165,21,6.777,0.329,73.674,80.78,5.622,0.273,61.116,67.01
165,22,4.841,0.235,57.302,62.378,4.016,0.195,47.535,51.745
165,23,2.904,0.141,40.93,43.975,2.409,0.117,33.953,36.479
166,0,2.904,0.188,40.93,44.022,2.409,0.156,33.953,36.518
166,1,2.904,0.15,32.744,35.799,2.409,0.125,27.163,29.697
166,2,2.904,0.15,32.744,35.799,2.409,0.125,27.163,29.697
166,3,2.904,0.113,24.558,27.575,2.409,0.093,20.372,22.875
166,4,2.904,0.113,24.558,27.575,2.409,0.093,20.372,22.875
166,5,2.904,0.15,32.744,35.799,2.409,0.125,27.163,29.697
166,6,4.841,0.225,49.116,54.182,4.016,0.187,40.744,44.946
166,7,6.777,0.3,65.488,72.566,5.622,0.249,54.325,60.196
166,8,6.777,0.376,81.86,89.013,5.622,0.312,67.907,73.84
166,9,6.777,0.451,98.232,105.46,5.622,0.374,81.488,87.484
166,10,6.777,0.488,106.418,113.683,5.622,0.405,88.279,94.305
166,11,6.777,0.526,114.604,121.907,5.622,0.436,95.069,101.127
166,12,6.777,0.563,122.79,130.131,5.622,0.467,101.86,107.949
166,13,6.777,0.601,130.976,138.354,5.622,0.498,108.651,114.771
166,14,6.777,0.601,130.976,138.354,5.622,0.498,108.651,114.771
166,15,6.777,0.601,130.976,138.354,5.622,0.498,108.651,114.771
166,16,6.777,0.601,130.976,138.354,5.622,0.498,108.651,114.771
166,17,6.777,0.601,130.976,138.354,5.622,0.498,108.651,114.771
166,18,6.777,0.526,114.604,121.907,5.622,0.436,95.069,101.127
166,19,6.777,0.488,106.418,113.683,5.622,0.405,88.279,94.305
166,20,6.777,0.413,90.046,97.236,5.622,0.343,74.697,80.662
166,21,6.777,0.338,73.674,80.789,5.622,0.28,61.116,67.018
166,22,4.841,0.263,57.302,62.406,4.016,0.218,47.535,51.768
166,23,2.904,0.188,40.93,44.022,2.409,0.156,33.953,36.518
167,0,2.904,0.188,40.93,44.022,2.409,0.156,33.953,36.518
167,1,2.904,0.15,32.744,35.799,2.409,0.125,27.163,29.697
167,2,2.904,0.15,32.744,35.799,2.409,0.125,27.163,29.697
167,3,2.904,0.113,24.558,27.575,2.409,0.093,20.372,22.875
167,4,2.904,0.113,24.558,27.575,2.409,0.093,20.372,22.875
167,5,2.904,0.15,32.744,35.799,2.409,0.125,27.163,29.697
167,6,4.841,0.225,49.116,54.182,4.016,0.187,40.744,44.946
167,7,6.777,0.3,65.488,72.566,5.622,0.249,54.325,60.196
167,8,6.777,0.376,81.86,89.013,5.622,0.312,67.907,73.84
167,9,6.777,0.451,98.232,105.46,5.622,0.374,81.488,87.484
167,10,6.777,0.488,106.418,113.683,5.622,0.405,88.279,94.305
167,11,6.777,0.526,114.604,121.907,5.622,0.436,95.069,101.127
167,12,6.777,0.563,122.79,130.131,5.622,0.467,101.86,107.949
167,13,6.777,0.601,130.976,138.354,5.622,0.498,108.651,114.771
167,14,6.777,0.601,130.976,138.354,5.622,0.498,108.651,114.771
167,15,6.777,0.601,130.976,138.354,5.622,0.498,108.651,114.771
167,16,6.777,0.601,130.976,138.354,5.622,0.498,108.651,114.771
167,17,6.777,0.601,130.976,138.354,5.622,0.498,108.651,114.771
167,18,6.777,0.526,114.604,121.907,5.622,0.436,95.069,101.127
167,19,6.777,0.488,106.418,113.683,5.622,0.405,88.279,94.305
167,20,6.777,0.413,90.046,97.236,5.622,0.343,74.697,80.662
